airport_code,airport_name,month,year,num_of_flights_total,num_of_delays_carrier,num_of_delays_late_aircraft,num_of_delays_nas,num_of_delays_security,num_of_delays_weather,num_of_delays_total,minutes_delayed_carrier,minutes_delayed_late_aircraft,minutes_delayed_nas,minutes_delayed_security,minutes_delayed_weather,minutes_delayed_total
DEN,"Denver, CO: Denver International",June,2014,19708,1147,2053,1459,3,148,4810,72451,136944,71404,75,11895,292769
IAD,"Washington, DC: Washington Dulles International",June,2014,4936,325,576,365,1,40,1308,21704,42761,21302,16,3495,89278
ORD,"Chicago, IL: Chicago O'Hare International",June,2014,25381,1322,3333,4113,6,230,9004,103983,236529,251464,284,25028,617288
SAN,"San Diego, CA: San Diego International",June,2014,6742,566,819,348,5,40,1779,30506,45125,-999,179,3574,92357
SFO,"San Francisco, CA: San Francisco International",n/a,2014,14372,966,1394,2051,4,146,4560,58157,94933,99550,220,10474,263334
SLC,"Salt Lake City, UT: Salt Lake City International",June,2014,9503,463,623,266,1,35,1391,30929,38238,10318,36,2400,81921
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,2014,31798,1348,1837,1318,2,179,4685,106513,118052,53990,75,15310,293940
DEN,"Denver, CO: Denver International",July,2014,20773,1100,1815,1731,3,178,4826,73748,118008,83018,128,15311,290213
IAD,"Washington, DC: Washington Dulles International",July,2014,5128,268,454,349,1,35,1107,16942,36924,21818,36,3042,78762
ORD,"Chicago, IL: Chicago O'Hare International",July,2014,25885,1171,2601,2198,4,176,6148,84557,158672,96215,129,15777,355350
SAN,"San Diego, CA: San Diego International",July,2014,7193,584,758,283,2,32,1658,32009,44746,10664,30,2722,90171
SFO,"San Francisco, CA: San Francisco International",July,2014,14951,822,1453,1941,3,141,4358,53819,98689,101554,182,9895,264139
SLC,"Salt Lake City, UT: Salt Lake City International",July,2014,10031,462,630,235,2,32,1361,28111,37311,9295,93,2705,77515
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",August,NA,31608,1365,1769,1668,1,141,4944,121594,122937,95866,68,12785,353250
DEN,"Denver, CO: Denver International",August,2014,20184,976,1723,1219,2,109,4033,60349,113813,53982,98,9088,237330
IAD,"Washington, DC: Washington Dulles International",August,2014,5060,249,426,293,2,40,1010,15180,30880,NA,45,3095,62655
ORD,"Chicago, IL: Chicago O'Hare International",August,2014,25717,1170,2986,3869,3,191,8217,86725,218809,238992,148,18308,562982
SAN,"San Diego, CA: San Diego International",August,2014,6928,455,636,230,2,28,1351,23161,36072,7854,56,2349,69492
SFO,"San Francisco, CA: San Francisco International",August,2014,14766,710,1258,1615,6,117,3705,43533,82608,78356,372,8724,213593
SLC,"Salt Lake City, UT: Salt Lake City International",August,2014,10043,407,542,263,3,40,1254,25933,29512,9540,106,2627,67718
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2014,30198,1242,1965,2500,1,97,5801,97075,115114,94125,153,5946,312413
DEN,"Denver, CO: Denver International",September,2014,18907,696,1156,969,5,54,2881,45090,73048,42034,367,5142,165681
IAD,"Washington, DC: Washington Dulles International",September,2014,4857,193,329,320,0,27,870,11599,24657,13713,8,2279,52256
ORD,,September,2014,24905,811,1829,2960,9,115,5724,60377,118588,198063,350,13169,390547
SAN,"San Diego, CA: San Diego International",September,2014,6228,309,402,207,2,22,946,15561,21283,7308,98,1394,45644
SFO,"San Francisco, CA: San Francisco International",September,2014,13871,601,939,1811,9,69,3429,33162,61126,-999,516,4120,192709
SLC,"Salt Lake City, UT: Salt Lake City International",September,2014,9108,279,382,217,3,25,906,19532,22157,7318,112,1345,50464
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,2014,31613,1166,2019,1524,0,52,4762,86693,119813,56954,0,4469,267929
DEN,"Denver, CO: Denver International",October,2014,19411,757,1273,908,3,49,2990,46428,75633,33993,62,3390,159506
IAD,"Washington, DC: Washington Dulles International",October,2014,5055,264,442,338,1,18,1064,13878,30071,14418,13,1182,59562
ORD,"Chicago, IL: Chicago O'Hare International",October,2014,26310,1043,2441,5570,3,90,9148,81822,162784,334371,109,8123,587209
SAN,"San Diego, CA: San Diego International",October,2014,6528,342,422,223,0,15,1002,15703,22574,6939,80,721,46017
SFO,"San Francisco, CA: San Francisco International",October,2014,14489,704,987,1596,3,70,3362,42036,66337,88352,193,4499,201417
SLC,"Salt Lake City, UT: Salt Lake City International",October,2014,9233,306,352,207,0,11,876,17094,18684,6672,0,692,43142
ATL,,November,2014,29296,954,1227,1175,5,61,3420,74609,68028,35915,214,5462,184228
DEN,"Denver, CO: Denver International",November,2014,17296,751,1285,1179,1,101,3317,48085,85421,55098,14,7053,195671
IAD,"Washington, DC: Washington Dulles International",November,2014,4412,184,324,191,0,14,712,12743,23683,9539,0,1085,47050
ORD,"Chicago, IL: Chicago O'Hare International",November,2014,23564,995,2160,1838,4,96,5093,70708,139201,79789,108,8189,297995
SAN,"San Diego, CA: San Diego International",November,2014,6068,319,478,163,1,21,983,15060,26112,5271,14,1060,47517
SFO,"San Francisco, CA: San Francisco International",November,2014,13243,629,1005,1846,0,101,3578,38392,69912,122312,15,6803,237434
SLC,,November,2014,8457,345,452,333,1,17,1152,27394,25546,10417,49,827,64233
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",December,2014,30000,1187,1476,1055,2,50,3770,93872,82356,32496,31,3708,212463
DEN,"Denver, CO: Denver International",December,2014,18206,1092,1822,1386,7,103,4411,65491,120726,60390,335,6883,253825
IAD,"Washington, DC: Washington Dulles International",December,2014,4320,289,360,272,1,10,937,17111,23670,9544,42,465,50832
ORD,"Chicago, IL: Chicago O'Hare International",December,2014,23484,1092,2097,1514,2,56,4763,71835,121988,51361,84,5655,250923
SAN,"San Diego, CA: San Diego International",December,2014,6339,551,828,345,4,17,1746,27784,52364,11108,217,645,92118
SFO,"San Francisco, CA: San Francisco International",December,2014,13827,734,1468,3368,2,150,5721,50397,120417,279201,193,12750,462958
SLC,"Salt Lake City, UT: Salt Lake City International",December,2014,8825,469,644,405,2,28,1546,27780,39264,13949,51,3118,84162
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",January,2015,29492,1231,1422,1539,5,133,4331,97521,88061,61602,382,11844,259410
DEN,"Denver, CO: Denver International",January,2015,17059,1002,1485,1290,4,104,3885,64939,102388,53802,128,8804,230061
IAD,"Washington, DC: Washington Dulles International",January,2015,3700,255,319,248,1,33,855,15600,24397,11031,48,1917,52993
ORD,"Chicago, IL: Chicago O'Hare International",January,2015,23515,1181,2439,2787,7,136,6551,90489,187288,153149,338,13886,445150
SAN,"San Diego, CA: San Diego International",January,2015,6084,352,485,167,1,25,1030,15608,26486,5519,26,2089,49728
SFO,"San Francisco, CA: San Francisco International",January,2015,12883,643,986,1116,1,99,2850,38996,68063,NA,107,6856,176783
SLC,"Salt Lake City, UT: Salt Lake City International",January,2015,8626,376,479,289,2,45,1191,NA,29169,9708,60,3734,67026
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Febuary,2015,27366,1342,1742,1301,1,273,4662,112780,109867,60092,40,35497,318276
DEN,"Denver, CO: Denver International",Febuary,2015,15638,899,1266,1389,1,187,3742,56283,84652,62810,30,14963,218738
IAD,"Washington, DC: Washington Dulles International",Febuary,2015,2998,198,230,195,1,32,656,10937,18260,9123,38,1700,40058
ORD,"Chicago, IL: Chicago O'Hare International",Febuary,2015,21814,1161,2522,2689,2,232,6606,92645,181761,136184,54,26912,437556
SAN,"San Diego, CA: San Diego International",Febuary,2015,5478,393,458,212,0,57,1119,18106,25383,8286,0,5157,56932
SFO,"San Francisco, CA: San Francisco International",Febuary,2015,11555,609,831,1348,3,140,2929,40202,59666,92381,54,10099,202402
SLC,"Salt Lake City, UT: Salt Lake City International",Febuary,2015,7866,371,431,246,2,58,1108,22900,26711,9260,86,5811,64768
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",March,2015,32775,1496,2025,1533,5,121,5181,119219,118541,50075,170,15085,303090
DEN,"Denver, CO: Denver International",March,2015,18617,896,1322,868,6,64,3156,55010,87448,35901,135,6690,185184
IAD,"Washington, DC: Washington Dulles International",March,2015,3033,195,197,141,0,12,548,10685,14361,6632,0,997,32675
ORD,"Chicago, IL: Chicago O'Hare International",March,2015,26122,1115,1871,2238,2,148,5374,79939,132585,119587,70,15921,348102
SAN,"San Diego, CA: San Diego International",March,2015,6589,386,441,187,0,23,1039,22163,23863,7187,3,2291,55507
SFO,,March,2015,13431,653,825,864,0,82,2421,41702,58215,40798,17,5231,145963
SLC,"Salt Lake City, UT: Salt Lake City International",March,2015,9475,373,461,269,0,29,1135,26833,26848,10905,0,3210,67796
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",April,2015,31383,1201,1566,1447,3,139,4356,94652,92755,59912,152,11694,259165
DEN,"Denver, CO: Denver International",April,2015,17472,824,1116,995,1,87,3024,54192,73960,37869,41,4954,171016
IAD,"Washington, DC: Washington Dulles International",April,2015,2955,165,171,83,0,19,438,8500,11538,2997,9,1806,24850
ORD,"Chicago, IL: Chicago O'Hare International",April,2015,25845,956,1335,1929,5,139,4364,72450,95109,125396,197,14426,307578
SAN,"San Diego, CA: San Diego International",April,2015,6422,375,488,289,2,22,1176,20492,26391,9693,66,1594,58236
SFO,"San Francisco, CA: San Francisco International",April,2015,13015,613,807,1000,1,73,2496,37200,53341,50222,41,3889,144693
SLC,"Salt Lake City, UT: Salt Lake City International",April,2015,8845,333,431,247,1,33,1042,24619,24607,8365,18,2035,59644
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May,2015,32425,1314,1536,1422,5,169,4446,119902,110874,82449,148,17489,330862
DEN,"Denver, CO: Denver International",May,2015,18072,906,1231,1214,5,124,3480,57723,80777,48281,205,9045,196031
IAD,"Washington, DC: Washington Dulles International",May,2015,3244,191,195,132,0,26,548,10854,15248,5912,0,1701,33715
ORD,"Chicago, IL: Chicago O'Hare International",May,2015,26909,1095,1687,1839,3,162,4789,83599,121084,85605,181,14010,304479
SAN,"San Diego, CA: San Diego International",May,2015,6595,412,552,249,0,49,1266,21133,29773,8589,0,3706,63201
SFO,"San Francisco, CA: San Francisco International",May,2015,13520,636,1033,1960,3,120,3753,43919,68937,101881,122,8958,223817
SLC,"Salt Lake City, UT: Salt Lake City International",May,2015,8757,292,391,210,1,27,921,19404,22610,7521,74,2939,52548
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",June,NA,32739,1500+,2300,1803,8,172,6031,148949,164521,98579,516,17265,429830
DEN,"Denver, CO: Denver International",June,2015,18684,1251,1847,1468,5,204,4773,88084,137815,74727,281,18225,319132
IAD,"Washington, DC: Washington Dulles International",June,2015,3382,293,319,238,0,43,893,15400,24989,12302,0,3169,55860
ORD,,June,2015,27590,1500+,2551,3544,8,250,7889,121806,197034,235468,341,26927,581576
SAN,"San Diego, CA: San Diego International",June,2015,6763,536,636,259,2,46,1479,26194,33831,9168,55,3671,72919
SFO,"San Francisco, CA: San Francisco International",June,2015,13844,918,1295,818,3,103,3135,59236,89562,39192,139,6503,194632
SLC,"Salt Lake City, UT: Salt Lake City International",June,2015,8975,458,512,277,2,58,1305,32948,30428,10003,88,4106,77573
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,2015,33735,1420,2066,1581,7,185,5258,117880,131352,74056,199,13118,336605
DEN,"Denver, CO: Denver International",July,2015,19083,1113,1795,1142,3,116,4171,73579,125301,49403,85,7354,255722
IAD,"Washington, DC: Washington Dulles International",July,2015,3334,249,246,143,0,30,669,14158,16394,7017,0,2045,39614
ORD,"Chicago, IL: Chicago O'Hare International",July,2015,28183,1326,2173,2435,7,190,6130,94502,162676,137663,428,17747,413016
SAN,"San Diego, CA: San Diego International",July,2015,7031,518,700,315,1,32,1564,28411,42242,11663,33,1965,84314
SFO,"San Francisco, CA: San Francisco International",July,2015,14435,918,1261,1415,5,83,3684,60872,83446,72945,241,4850,222354
SLC,"Salt Lake City, UT: Salt Lake City International",July,2015,9502,434,598,230,1,38,1298,32414,34708,8685,50,2269,78126
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",August,2015,33725,1403,1940,1612,6,187,5145,114610,126112,76802,212,14895,332631
DEN,"Denver, CO: Denver International",August,2015,18871,946,1261,997,3,97,3304,64152,83906,42167,58,6550,196833
IAD,"Washington, DC: Washington Dulles International",August,2015,3228,218,201,116,2,40,576,NA,14135,8155,88,2729,36951
ORD,"Chicago, IL: Chicago O'Hare International",August,2015,28128,1157,1832,1948,5,168,5110,88495,130699,123914,237,15846,359191
SAN,"San Diego, CA: San Diego International",August,2015,6876,443,510,228,1,32,1212,NA,28069,8680,45,2134,60636
SFO,"San Francisco, CA: San Francisco International",August,2015,14605,776,1148,1106,9,108,3149,49990,73599,51759,527,6587,182462
SLC,"Salt Lake City, UT: Salt Lake City International",August,2015,9502,384,528,195,2,47,1157,24081,28489,-999,116,3113,63116
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2015,31331,945,1027,1075,1,86,3134,80478,62886,39930,92,5627,189013
DEN,"Denver, CO: Denver International",September,2015,17393,563,704,477,2,56,1802,40431,45853,16989,45,3628,106946
IAD,"Washington, DC: Washington Dulles International",September,2015,2925,139,103,132,1,22,397,6065,8197,5020,52,1564,20898
ORD,"Chicago, IL: Chicago O'Hare International",September,2015,26169,834,1149,1785,3,109,3879,60343,78618,100852,143,9074,249030
SAN,"San Diego, CA: San Diego International",September,2015,6173,280,258,164,3,15,722,15546,13351,5239,109,1282,35527
SFO,"San Francisco, CA: San Francisco International",September,2015,13318,479,637,741,1,55,1913,29865,36997,35048,82,2544,104536
SLC,"Salt Lake City, UT: Salt Lake City International",September,2015,8406,231,292,131,0,19,671,18863,16185,3756,17,1285,40106
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,2015,32594,1021,1034,1010,4,30,3098,87953,60372,33160,216,4122,185823
DEN,"Denver, CO: Denver International",October,2015,18125,669,743,744,2,41,2200,47720,44085,26533,48,3359,121745
IAD,"Washington, DC: Washington Dulles International",October,2015,3000,140,102,100,0,11,352,7885,6417,3877,0,693,18872
ORD,"Chicago, IL: Chicago O'Hare International",October,2015,27608,847,1077,1257,8,45,3236,71131,70611,42078,238,3917,187975
SAN,"San Diego, CA: San Diego International",October,2015,6207,245,263,141,2,12,661,12002,15836,5121,61,955,33975
SFO,"San Francisco, CA: San Francisco International",October,2015,14170,510,753,792,0,39,2096,33326,50740,41157,2,2948,128173
SLC,"Salt Lake City, UT: Salt Lake City International",October,2015,8764,234,257,150,1,10,652,15522,14155,-999,40,1765,35799
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",November,2015,30903,1112,1420,1457,9,61,4060,95024,84231,46457,576,5921,232209
DEN,,November,2015,17120,751,1031,1197,1,93,3076,54704,69918,50919,63,9509,185113
IAD,"Washington, DC: Washington Dulles International",November,2015,2684,134,106,65,1,15,320,8017,9193,2183,36,901,20330
ORD,"Chicago, IL: Chicago O'Hare International",November,2015,26063,838,1287,1724,7,110,3962,72305,101335,150030,317,14731,338718
SAN,"San Diego, CA: San Diego International",November,2015,5965,307,364,284,3,36,997,15502,18896,-999,253,3615,50942
SFO,"San Francisco, CA: San Francisco International",November,2015,13527,585,766,772,3,65,2189,39934,51704,31587,165,4625,128015
SLC,"Salt Lake City, UT: Salt Lake City International",November,2015,8435,288,379,294,0,21,981,21745,20938,8777,41,2295,53796
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",December,2015,31030,1500+,2176,1616,10,147,5474,148033,173784,93850,313,19532,435512
DEN,"Denver, CO: Denver International",December,2015,18001,1001,1463,981,14,152,3610,64757,111638,60584,405,20271,257655
IAD,"Washington, DC: Washington Dulles International",December,2015,2799,182,183,61,0,17,443,NA,15438,2826,0,1825,31164
ORD,"Chicago, IL: Chicago O'Hare International",December,2015,25568,923,1755,1364,11,180,4233,80962,132055,72045,435,22459,307956
SAN,"San Diego, CA: San Diego International",n/a,2015,6231,480,606,256,5,37,1383,25402,35796,9038,161,2742,73139
SFO,"San Francisco, CA: San Francisco International",December,2015,13833,757,1180,2372,9,147,4465,55283,96703,193525,285,13788,359584
SLC,"Salt Lake City, UT: Salt Lake City International",December,2015,8804,483,796,404,5,56,1745,37354,49549,13515,158,6693,107269
